nation=empire_of_asgadr,The Neutrality Bloc of Empire of Asgadr,Left-wing Utopia,Superb,Frightening,Superb
nation=oppressiah,The Oppressing Oppressers of Oppressiah,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=lahmere,The Matriarchy of Lahmere,Democratic Socialists,Very Good,Frightening,Average
nation=utceforp,The Interstellar Consensus of Utceforp,Inoffensive Centrist Democracy,Excellent,Good,Excellent
nation=bodobol,The People's Grand Republic of Bodobol,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=o_b_e_y,The Holy Black Dictatorship of O B E Y,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=cool_country_for_cool_guys,The Epic of Cool Country for Cool Guys,Left-wing Utopia,Frightening,Frightening,Excessive
nation=iron_rangers,The Democratic Republic of Iron Rangers,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=krasnyy_burya,The People's Republic of Krasnyy Burya,Democratic Socialists,Very Good,Frightening,Some
nation=finsternia,The Magocracy of Finsternia,Democratic Socialists,Good,Frightening,Good
nation=kalendaria,The Holy Empire of Kalendaria,Father Knows Best State,Below Average,Frightening,Few
nation=the_black_forrest,The Kingdom of The Black Forrest,Inoffensive Centrist Democracy,Excellent,Powerhouse,Excellent
nation=khasab,The Sultanate of Khasab,New York Times Democracy,Very Good,Frightening,Corrupted
nation=tierra_del_queso,The Commonwealth of Tierra del Queso,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=winstanleya,The Revolutionary Commune of WinstanleyA,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=humansanity,The Lacking of HumanSanity,New York Times Democracy,Excellent,Frightening,Superb
nation=seno_zhou_varada,The Socialist Local Democracy of Seno Zhou Varada,Left-wing Utopia,Frightening,Frightening,Superb
nation=vamia_adzukind,The Principality of Vamia Adzukind,Democratic Socialists,Very Good,Frightening,Good
nation=medecion,The Communal States of Medecion,Left-wing Utopia,Superb,Frightening,Superb
nation=kiaville,The Democratic States of Kiaville,Left-wing Utopia,Excellent,Frightening,Superb
nation=central_macedonia,The Kingdom of Central Macedonia,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=nitiy,The Holy Queendom of Nitiy,Tyranny by Majority,Unheard Of,All-Consuming,Excellent
nation=outer_verron_swicia_islands,The Environmentalist Commune of Outer Verron Swicia Islands,Left-wing Utopia,Frightening,Frightening,Superb
nation=stratusfear,The Nomadic Peoples of Stratusfear,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=chimes,The Ecologist Delegate of Chimes,Left-wing Utopia,Superb,Frightening,Excellent
nation=malororia,The Awesomly Awesome Collective of Malororia,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=materia-collectus,The Unified Kingdom of Materia-Collectus,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=chikotsu,The Republic of Chikotsu,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=monster_union,The Melodic Oblivion of Monster Union,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=cenabum,The Republic of Cenabum,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=equa_lib,The Classless Free Land of Equa Lib,Left-wing Utopia,World Benchmark,Frightening,Widely Abused
nation=the_sapphiros_islands,The Angery of The SAPPHIROS Islands,Civil Rights Lovefest,Superb,Frightening,Widely Abused
nation=tretskivucia,The People's Republic of Tretskivucia,Liberal Democratic Socialists,Excellent,Strong,Excellent
nation=tarper,The Federal Republic of Tarper,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=south_glesga,The United Celtic Communes of South Glesga,Left-wing Utopia,Superb,Powerhouse,Superb
