nation=ab_19,The Republic of Ab 19,Iron Fist Consumerists,Unheard Of,Good,Unheard Of
nation=trinakie,The People's Republic of Trinakie,Civil Rights Lovefest,World Benchmark,Powerhouse,World Benchmark
nation=gothic_vandelia,The Machiavellian State of Gothic Vandelia,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=britisch_imperium,The Empire of Britisch Imperium,Iron Fist Consumerists,Outlawed,Thriving,Outlawed
nation=vipathe,The Dictatorship of Vipathe,Iron Fist Consumerists,Outlawed,All-Consuming,Outlawed
nation=new_glaceon,The Kingdom of New Glaceon,Father Knows Best State,Good,Strong,Rare
nation=gamanoda,The Totalitarian Empire of Gamanoda,Psychotic Dictatorship,Few,Powerhouse,Unheard Of
nation=revolutionary_usa,The Socialist Liberation Council of Revolutionary Usa,Corrupt Dictatorship,Average,Frightening,Few
nation=the_most_serene_republicans,The Most Serene Republic of The Most Serene Republicans,Democratic Socialists,Excellent,Powerhouse,Very Good
nation=slavic_puppet,The Democratic Republic of Slavic Puppet,Father Knows Best State,Average,Strong,Outlawed
nation=yagistan,The Federal Republic of Yagistan,Liberal Democratic Socialists,Excellent,Strong,Excellent
nation=appalasia,The Colony of Appalasia,Corporate Police State,Unheard Of,Strong,Outlawed
nation=silver_fox_39,The Queen's Agent of Silver Fox 39,Inoffensive Centrist Democracy,Some,Strong,Below Average
nation=feminist_violetia,The Queendom of Feminist Violetia,Mother Knows Best State,Some,Powerhouse,Rare
nation=intergalactic_anti-corruption_police,The Republic of Intergalactic Anti-Corruption Police,Corporate Police State,Outlawed,Very Strong,Outlawed
nation=military_brazil,The Democratic Republic of Military Brazil,Iron Fist Consumerists,Unheard Of,Thriving,Unheard Of
nation=27_ohms,The Resistance of 27 Ohms,Psychotic Dictatorship,Some,Powerhouse,Rare
nation=wolfruna,The Commonwealth of Wolfruna,Inoffensive Centrist Democracy,Very Good,Strong,Good
nation=republic_of_ilirea,The Republic of Republic of Ilirea,Inoffensive Centrist Democracy,Average,Thriving,Below Average
nation=kentuckian_soviet_socialist_republic,The Commonwealth of Kentuckian Soviet Socialist Republic,Democratic Socialists,Below Average,Frightening,Some
nation=monpovoria,The Commonwealth of Monpovoria,Father Knows Best State,Below Average,Powerhouse,Few
nation=hoprana,The Kingdom of Hoprana,Left-wing Utopia,Superb,Good,Superb
nation=rsca_privateer_82,The Protectorate of RSCA Privateer 82,Authoritarian Democracy,Rare,Very Strong,Some
nation=blooot,The BlOoT BlOoT of Blooot,Psychotic Dictatorship,Unheard Of,Good,Rare
nation=needan,The Republic of Needan,New York Times Democracy,Very Good,Very Strong,Excellent
nation=my_fridge,The Republic of My Fridge,Inoffensive Centrist Democracy,Excellent,Strong,Very Good
nation=spirit_fox_37,The Queendom of Spirit Fox 37,Psychotic Dictatorship,Few,Good,Unheard Of
nation=leonaidia,The Democratic Republic of Leonaidia,Iron Fist Consumerists,Some,Frightening,Rare
nation=a_long_time_ago_in_a_galaxy_far_far_away,The NSLA Puppet of the Mainframe of A Long Time Ago In A Galaxy Far Far Away,Left-wing Utopia,Frightening,Powerhouse,Widely Abused
nation=jurika_jinno,The Grand Duchy of Jurika Jinno,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=deltaspruce,The Republic of DeltaSpruce,Compulsory Consumerist State,Average,Very Strong,Unheard Of
nation=spirit_fox_19,The Queendom of Spirit Fox 19,Authoritarian Democracy,Rare,Very Strong,Average
nation=palayain,The Defender Nation of Palayain,Civil Rights Lovefest,Superb,Very Strong,Excellent
nation=workers_force,The People's Republic of Workers Force,Democratic Socialists,Average,Frightening,Very Good
nation=united_dre_tatert,The Therrouroans Puppet State of United Dre Tatert,Iron Fist Consumerists,Rare,Very Strong,Outlawed
nation=north_rock,The Theocracy of North Rock,Psychotic Dictatorship,Rare,Strong,Outlawed
nation=holy_scionic_empire,The Grand Duchy of Holy Scionic Empire,Iron Fist Consumerists,Few,Powerhouse,Rare
nation=the_isniastan_archipelago,The Centrist Democracy of The Isniastan Archipelago,Democratic Socialists,Very Good,Thriving,Excellent
nation=gdnomad_my_bones_2018,The Dominion of GDNomaD My Bones 2018,Iron Fist Consumerists,Few,Powerhouse,Rare
nation=rsca_privateer_2,The Protectorate of RSCA Privateer 2,Iron Fist Consumerists,Some,Powerhouse,Unheard Of
nation=greater_albeck,The Commonwealth of Greater Albeck,Civil Rights Lovefest,Superb,All-Consuming,Superb
nation=wankson,The Provisional Government of Wankson,Inoffensive Centrist Democracy,Below Average,All-Consuming,Below Average
nation=minskiev-10,The Republic of Minskiev-10,Democratic Socialists,Some,Strong,Some
nation=lezzie_34,The Extra Copy of Lezzie 34,Authoritarian Democracy,Few,Good,Some
nation=pi_reich,The United Socialist States of Pi Reich,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=fitztatorship,The Dictatorship of Fitztatorship,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=gabeica,The Holy Empire of Gabeica,Iron Fist Consumerists,Outlawed,Powerhouse,Outlawed
nation=matallian_aaland,The Troutskyist Monarchy of Matallian Aaland,Corrupt Dictatorship,Average,Frightening,Rare
nation=kingstonille,The Empire of KINGSTONILLE,Inoffensive Centrist Democracy,Some,Frightening,Very Good
nation=west_loush_land,The Hacking Republic of West Loush Land,Inoffensive Centrist Democracy,Below Average,Good,Very Good
nation=goldman-sachs,The Kingdom of Goldman-Sachs,Psychotic Dictatorship,Some,All-Consuming,Unheard Of
nation=bolandball,The National Empire of Bolandball,Iron Fist Consumerists,Few,Frightening,Few
nation=edentopia,The Holy Empire of Edentopia,Psychotic Dictatorship,Rare,Strong,Outlawed
nation=south_zealandica,The Republic of South Zealandica,Inoffensive Centrist Democracy,Good,Good,Average
nation=chevkeven,The Colony of Chevkeven,Father Knows Best State,Some,Good,Outlawed
nation=womble_5547,The Kingdom of Womble 5547,Anarchy,Frightening,Strong,Corrupted
nation=grand_skiccely,The Kingdom of Grand Skiccely,Democratic Socialists,Average,Frightening,Average
nation=-linkle-,The Queendom of -Linkle-,Scandinavian Liberal Paradise,Superb,Very Strong,Excellent
nation=silver_fox_69,The Queen's Agent of Silver Fox 69,Corrupt Dictatorship,Below Average,Very Strong,Few
nation=airceltria,The Queendom of Airceltria,Corrupt Dictatorship,Average,Thriving,Outlawed
nation=noimivin_reki,The Matriarchy of Noimivin Reki,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=nostaw_x,The Republic of Nostaw X,Authoritarian Democracy,Unheard Of,Very Strong,Some
nation=totally_spooky_ghost,The Duper Super Spooky Land of Totally Spooky Ghost,Civil Rights Lovefest,Superb,Frightening,Superb
nation=oderint_dum_metuant,The Empire of Oderint Dum Metuant,Inoffensive Centrist Democracy,Good,All-Consuming,Some
nation=xiluthyo,The Dictatorship of Xiluthyo,Iron Fist Consumerists,Some,Frightening,Outlawed
nation=rsca_privateer_11,The Protectorate of RSCA Privateer 11,Psychotic Dictatorship,Some,Good,Few
nation=millies_nation,The United Socialist States of Millies nation,Inoffensive Centrist Democracy,Excellent,Strong,Excellent
nation=steve_bruce,The Holy Empire of Steve Bruce,Iron Fist Consumerists,Outlawed,Good,Outlawed
nation=very_politically_incorrect,The African-American Supremacy of Very Politically Incorrect,Inoffensive Centrist Democracy,Some,Thriving,Some
nation=186_ohms,The Resistance of 186 Ohms,Authoritarian Democracy,Few,Very Strong,Some
nation=old_belka,The Kingdom of Old Belka,Inoffensive Centrist Democracy,Some,Strong,Few
nation=chad_23,The Republic of Chad 23,Iron Fist Consumerists,Outlawed,Good,Outlawed
nation=blob_65,The Colony of Blob 65,Iron Fist Consumerists,Unheard Of,Strong,Few
nation=renauda,The Republic of Renauda,New York Times Democracy,Excellent,Strong,Superb
nation=wallacia_ki,The Dictatorship of Wallacia Ki,Conservative Democracy,Rare,Strong,Superb
nation=arctic_fox_84,The Queen's Guard of Arctic Fox 84,Authoritarian Democracy,Few,Good,Some
nation=eminople_viii,The Democratic States of Eminople VIII,Free-Market Paradise,Unheard Of,Very Strong,Excellent
nation=adasland,The United States of Adasland,Inoffensive Centrist Democracy,Very Good,Strong,Average
nation=vylixan_the_ourea_25,The Armed Republic of Vylixan The Ourea 25,Democratic Socialists,Below Average,Very Strong,Some
nation=darth_maki,The Confederacy of Darth Maki,New York Times Democracy,Some,Strong,Excellent
nation=communista_rica,The United Socialist States of Communista Rica,Father Knows Best State,Some,Frightening,Unheard Of
nation=womble_helper_4,The Republic of Womble Helper 4,Anarchy,Frightening,Strong,Corrupted
nation=swedish_pizza,The Bananas Papa John defiles of Swedish Pizza,Iron Fist Consumerists,Some,Thriving,Few
nation=abc123_35,The of ABC123 35,Corrupt Dictatorship,Some,All-Consuming,Few
nation=silver_fox_142,The Queendom of Silver Fox 142,Corrupt Dictatorship,Below Average,Good,Rare
nation=lushus,The Allied States of Lushus,Democratic Socialists,Good,Thriving,Good
nation=fire_islands,The Republic of Fire Islands,Left-Leaning College State,Superb,Good,Very Good
nation=mantono,The People's Republic of Mantono,Compulsory Consumerist State,Below Average,Very Strong,Unheard Of
nation=south_thapoa,The Religious People's Republic of South Thapoa,Democratic Socialists,Good,Strong,Good
nation=blob_180,The Colony of Blob 180,Iron Fist Consumerists,Few,Strong,Few
nation=the_great_communist_nation,The People's Republic of The great communist nation,Psychotic Dictatorship,Unheard Of,Powerhouse,Unheard Of
nation=illiros,The Aristocratic Republic of Illiros,Iron Fist Consumerists,Few,Strong,Few
nation=oaks_218,The Refugi Spirit of Oaks 218,Iron Fist Consumerists,Some,Very Strong,Rare
nation=ladriatistan,The Armed Republic of Ladriatistan,Father Knows Best State,Below Average,Good,Rare
nation=brylea,The Democratic Republic of Brylea,Scandinavian Liberal Paradise,Excellent,Reasonable,Excellent
nation=epsilon_eridani,The Borderlands of Epsilon Eridani,Inoffensive Centrist Democracy,Good,Good,Good
nation=determined_nation,The Holy Empire of Determined Nation,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=millsia,The Dictatorship of Millsia,Scandinavian Liberal Paradise,Excellent,Strong,Excellent
nation=holy_empire_of_bojonggede,The Free Land of Holy Empire of Bojonggede,Inoffensive Centrist Democracy,Some,All-Consuming,Good
nation=aruhan,The Dominion of Aruhan,Inoffensive Centrist Democracy,Below Average,All-Consuming,Some
nation=fortiz,The United States of Fortiz,Democratic Socialists,Some,Good,Good
nation=the_saderan_empire,The Dictatorship of The Saderan Empire,Iron Fist Consumerists,Few,All-Consuming,Rare
nation=quebec-and-maritimes,The Holy Golden turtle of Quebec-and-Maritimes,New York Times Democracy,Excellent,Strong,Superb
nation=spinel_d-cut_36,The Matriarchy of Spinel D-Cut 36,Moralistic Democracy,Rare,Thriving,Below Average
nation=ashwar_mauls,The Holy Empire of Ashwar Mauls,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=oaks_67,The Hundred Oaker Forest of Oaks 67,Moralistic Democracy,Rare,Frightening,Some
nation=vroxtonia,The People's Republic of Vroxtonia,Left-Leaning College State,Excellent,Very Strong,Excellent
nation=-butterscotch-,The United Kingdom of -Butterscotch-,Civil Rights Lovefest,Superb,Powerhouse,Superb
nation=wolfie,The Wolf Pack of Wolfie,Iron Fist Consumerists,Outlawed,Good,Outlawed
nation=zip409,The Republic of Zip409,Corrupt Dictatorship,Some,Strong,Few
nation=thiatran,The Kingdom of Thiatran,Inoffensive Centrist Democracy,Very Good,Powerhouse,Below Average
nation=128_ohms,The Resistance of 128 Ohms,Psychotic Dictatorship,Rare,Thriving,Few
nation=lsp_puppet_16,The Incorporated States of LSP Puppet 16,Father Knows Best State,Some,Very Strong,Rare
nation=empanadillas_dependence,The Colony of Empanadillas Dependence,Inoffensive Centrist Democracy,Excellent,Good,Few
nation=zabhad,The Protectorate of Zabhad,Inoffensive Centrist Democracy,Some,Thriving,Average
nation=silver_moore,The Empire of Silver Moore,Father Knows Best State,Average,All-Consuming,Rare
nation=cbp105,The Dictatorship of Cbp105,Iron Fist Consumerists,Outlawed,Good,Outlawed
nation=restelsche,The Republic of Restelsche,Liberal Democratic Socialists,Very Good,Good,Excellent
nation=enlilkisar,The Republic of Enlilkisar,Liberal Democratic Socialists,Very Good,Good,Superb
nation=galici,The People's Republic of Galici,Moralistic Democracy,Few,Powerhouse,Some
nation=rsca_privateer_81,The Protectorate of RSCA Privateer 81,Moralistic Democracy,Unheard Of,Very Strong,Some
nation=pros_awes_fark_islands,The Federalist Colony of Pros Awes Fark Islands,Iron Fist Consumerists,Unheard Of,All-Consuming,Outlawed
nation=carabistouille,The Allied States of Carabistouille,Civil Rights Lovefest,Superb,Good,Superb
nation=khanland,The Empire of Khanland,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=this_is_not_a_puppet,The Really not a Puppet of This Is Not A Puppet,Civil Rights Lovefest,Superb,Frightening,Widely Abused
nation=morwich,The Empire of Morwich,Father Knows Best State,Some,Frightening,Outlawed
nation=doctoga_bigtopia,The Community of Doctoga bigtopia,New York Times Democracy,Good,Good,Superb
nation=soleyerons,The People's Republic of Soleyerons,New York Times Democracy,Very Good,Good,Superb
nation=drakulon,The Federation of Drakulon,Iron Fist Consumerists,Few,All-Consuming,Outlawed
nation=the_imperium_of_the_black_sun,The Federation of The Imperium of The Black Sun,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=southern_kolechia,The Borderlands of Southern Kolechia,New York Times Democracy,Excellent,Strong,Superb
nation=new_volksland,The National Socialist State of New Volksland,Psychotic Dictatorship,Outlawed,Strong,Outlawed
nation=spirit_fox_69,The Queendom of Spirit Fox 69,Inoffensive Centrist Democracy,Some,Thriving,Below Average
nation=weeberian_meritocracy,The Republic of Weeberian Meritocracy,Inoffensive Centrist Democracy,Excellent,Powerhouse,Good
nation=the_haight_ashbury,The Neighborhood of The Haight Ashbury,Civil Rights Lovefest,Superb,Good,Excellent
nation=spirit_fox_67,The Queendom of Spirit Fox 67,Psychotic Dictatorship,Rare,Strong,Few
nation=courage_island,The Republic of Courage Island,New York Times Democracy,Good,Good,World Benchmark
nation=das_dictatorship,The Invader of Das Dictatorship,Corporate Police State,Rare,Very Strong,Outlawed
nation=blob_40,The Colony of Blob 40,Iron Fist Consumerists,Unheard Of,Very Strong,Rare
nation=teko,The Republic of Teko,Inoffensive Centrist Democracy,Some,Strong,Very Good
nation=mandingolia,The Commonwealth of Mandingolia,Iron Fist Consumerists,Few,Strong,Rare
nation=blob_182,The Colony of Blob 182,Moralistic Democracy,Unheard Of,Strong,Below Average
nation=east_psuke,The Republic of East Psuke,Iron Fist Consumerists,Rare,Very Strong,Few
nation=dami_roe,The Rogue Nation of Dami Roe,Inoffensive Centrist Democracy,Good,Powerhouse,Below Average
nation=77_ohms,The Resistance of 77 Ohms,Moralistic Democracy,Unheard Of,Thriving,Below Average
nation=lohlands,The Oppressed Peoples of Lohlands,Psychotic Dictatorship,Outlawed,Good,Unheard Of
nation=asolar,The Allied States of Asolar,Inoffensive Centrist Democracy,Good,Strong,Excellent
nation=light16,The Republic of Light16,Moralistic Democracy,Some,All-Consuming,Some
nation=ostreia,The Holy Empire of Ostreia,Iron Fist Consumerists,Some,Frightening,Outlawed
nation=rsca_privateer_86,The Protectorate of RSCA Privateer 86,Democratic Socialists,Some,Thriving,Below Average
nation=vazkin,The Empire of Vazkin,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=the_strange_toes,The People's Republic of The Strange Toes,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=ninon_beart,The Sadistic Queendom of Ninon Beart,Democratic Socialists,Average,Good,Average
nation=paint_drinker_islands,The Allied States of Paint Drinker Islands,New York Times Democracy,Excellent,Thriving,Excellent
nation=enviromaria,The Nomadic Peoples of Enviromaria,Inoffensive Centrist Democracy,Very Good,Good,Good
nation=minime_nation,The Republic of MiniMe Nation,Iron Fist Consumerists,Unheard Of,Good,Rare
nation=e-girls_are_ruining_my_life,The Republic of E-girls are ruining my life,Inoffensive Centrist Democracy,Below Average,Reasonable,Good
nation=domurrul,The Kingdom of Domurrul,Iron Fist Consumerists,Few,Strong,Outlawed
nation=90_ohms,The Resistance of 90 Ohms,Father Knows Best State,Some,All-Consuming,Unheard Of
nation=navol,The Great Nation of Navol,Inoffensive Centrist Democracy,Excellent,Powerhouse,Very Good
nation=peoples_democratic_republic_of_maldinia,The Commonwealth of Peoples Democratic Republic of Maldinia,Inoffensive Centrist Democracy,Very Good,Good,Excellent
nation=daniel33,The Republic of Daniel33,Moralistic Democracy,Rare,Powerhouse,Some
nation=dane_isle,The Armed Republic of Dane Isle,Inoffensive Centrist Democracy,Below Average,Strong,Very Good
nation=121_ohms,The Resistance of 121 Ohms,Psychotic Dictatorship,Some,Very Strong,Rare
nation=alyina,The Bannorn of Alyina,New York Times Democracy,Excellent,Strong,Superb
nation=nouveau_aquitaine,The Republic of Nouveau Aquitaine,Civil Rights Lovefest,Superb,Frightening,Superb
nation=life_in_technicolor_x,The Republic of Life In Technicolor X,Authoritarian Democracy,Rare,Thriving,Average
nation=shake_it_off-,The Republic of Shake It Off-,Authoritarian Democracy,Some,Very Strong,Excellent
nation=asurias,The Federal Republic of Asurias,Inoffensive Centrist Democracy,Good,Good,Some
nation=nova_bacon,The Confederacy of Nova Bacon,Iron Fist Consumerists,Few,Powerhouse,Outlawed
nation=switz_got_lazy_173,The Join Lily of Switz got Lazy 173,Inoffensive Centrist Democracy,Good,Good,Good
nation=the_united_pirate_cities_of_flotilla,The Kingdom of The United Pirate Cities of Flotilla,Mother Knows Best State,Below Average,Frightening,Unheard Of
nation=sanchun,The Federation of Sanchun,Inoffensive Centrist Democracy,Average,Powerhouse,Good
nation=south_newhan_ariter,The Commonwealth of South Newhan Ariter,Moralistic Democracy,Some,Strong,Good
nation=andusre,The People's Republic of Andusre,New York Times Democracy,Excellent,Frightening,Superb
nation=the_trectatherapens,The Empire of The Trectatherapens,Inoffensive Centrist Democracy,Some,Good,Good
nation=strongly_disagree-istan,The Sultanate of Strongly Disagree-istan,Iron Fist Consumerists,Unheard Of,Good,Rare
nation=vaxn,The Federal Republic of Vaxn,Left-wing Utopia,World Benchmark,All-Consuming,Excessive
nation=sol_norcustt,The Republic of Sol Norcustt,Democratic Socialists,Very Good,All-Consuming,Very Good
nation=socialist_union_of_maharlika,The Commonwealth of Socialist Union of Maharlika,Inoffensive Centrist Democracy,Good,Very Strong,Below Average
nation=labouristic_london,The Commonwealth of Labouristic London,New York Times Democracy,Excellent,Thriving,Superb
nation=h_south_thesa_bluvilonionord,The Southern Ocaso Na of H South Thesa Bluvilonionord,Democratic Socialists,Below Average,Good,Average
nation=silver_fox_55,The Queen's Agent of Silver Fox 55,Inoffensive Centrist Democracy,Some,Good,Very Good
nation=womble_3812,The Kingdom of Womble 3812,Anarchy,Frightening,Strong,Corrupted
nation=united_vanguard_states,The People's Republic of United Vanguard States,Corrupt Dictatorship,Good,Good,Few
nation=babatundee,The United States of Babatundee,Inoffensive Centrist Democracy,Average,Reasonable,Some
nation=bangkok-pattaya,The Constitutional Monarchy of Bangkok-Pattaya,Inoffensive Centrist Democracy,Average,Thriving,Excellent
nation=sorianora_card_farm_38,The United Socialist States of Sorianora Card Farm 38,Iron Fist Consumerists,Unheard Of,Good,Few
nation=stud_hoy,The Empire of Stud Hoy,Iron Fist Consumerists,Some,Good,Few
nation=dichtmarshen,The Most Serene Republic of Dichtmarshen,New York Times Democracy,Very Good,Good,Superb
nation=tomie,The Funhouse of Terror of Tomie,Father Knows Best State,Below Average,Frightening,Rare
nation=maxuus,The People's Republic of Maxuus,Democratic Socialists,Good,Thriving,Very Good
nation=corothon,The Republic of Corothon,Left-Leaning College State,Superb,Good,Excellent
nation=bundesrepublik_amerika,The Republic of Bundesrepublik Amerika,Civil Rights Lovefest,Superb,Good,Superb
nation=greater_scottdascoda,The Yours Sincerely of Greater Scottdascoda,Inoffensive Centrist Democracy,Good,Good,Good
nation=blob_179,The Colony of Blob 179,Moralistic Democracy,Few,Thriving,Few
nation=the_shadow_guard,The Imperium of The Shadow Guard,Iron Fist Consumerists,Unheard Of,Thriving,Outlawed
nation=rsca_privateer_14,The Protectorate of RSCA Privateer 14,Psychotic Dictatorship,Unheard Of,Very Strong,Rare
nation=herrar,The United Socialist States of Herrar,Scandinavian Liberal Paradise,Superb,Strong,Very Good
